replicate,seed,generation,extended_extinction,total,sensitive,resistant,effective_genotypes,resistant_percent
24,100066,13,False,11782,11691,91,3.903445827409876,0.772364624002716
24,100066,14,False,17132,16978,154,4.412150357197803,0.8989026383376139
24,100066,15,False,24559,24323,236,5.016621907011417,0.9609511787939249
24,100066,16,False,3801,3434,367,6.807201616051988,9.655353854248881
24,100066,17,False,916,391,525,10.224225508928667,57.314410480349345
24,100066,18,False,826,69,757,7.344767245775579,91.64648910411623
24,100066,19,False,1106,8,1098,7.175763393276238,99.27667269439421
24,100066,20,False,1634,4,1630,7.810235738366001,99.75520195838433
24,100066,21,False,2375,0,2375,8.900717409532247,100.0
24,100066,22,False,3495,0,3495,10.425373590532848,100.0
24,100066,23,False,5114,0,5114,12.174562822325706,100.0
24,100066,24,False,7560,0,7560,14.41945192986964,100.0
24,100066,25,False,11011,0,11011,16.06654294666655,100.0
24,100066,26,False,16448,0,16448,18.264297613856378,100.0
24,100066,27,False,24870,0,24870,20.554217028829658,100.0
24,100066,28,False,37612,0,37612,23.03333721827459,100.0
24,100066,29,False,57243,0,57243,25.79415266646646,100.0
24,100066,30,False,87914,0,87914,28.786448363779638,100.0
24,100066,31,False,135570,0,135570,31.67844007350035,100.0
24,100066,32,False,209989,0,209989,34.695325736179456,100.0
24,100066,33,False,327074,0,327074,37.73532637415243,100.0
24,100066,34,False,512375,0,512375,40.59219496203392,100.0
24,100066,35,False,807649,0,807649,43.55789040948596,100.0
24,100066,36,False,1276501,0,1276501,46.54106945711239,100.0
25,100067,0,False,100,100,0,1.0,0.0
25,100067,1,False,135,135,0,1.1906837789901812,0.0
25,100067,2,False,187,187,0,1.318474916324386,0.0
25,100067,3,False,249,249,0,1.3995877989307006,0.0
25,100067,4,False,372,372,0,1.6591161750090508,0.0
25,100067,5,False,535,535,0,1.9764146037327779,0.0
25,100067,6,False,736,736,0,2.1917822148854547,0.0
25,100067,7,False,1026,1025,1,2.530702132137544,0.09746588693957114
25,100067,8,False,1457,1454,3,2.7830946924860216,0.2059025394646534
25,100067,9,False,2074,2068,6,3.1059235097190125,0.2892960462873674
25,100067,10,False,2919,2906,13,3.568148458352948,0.44535799931483383
25,100067,11,False,4246,4215,31,4.095840848390277,0.730098916627414
25,100067,12,False,6127,6079,48,4.571735392903737,0.7834176595397421
25,100067,13,False,8897,8814,83,5.287995857403058,0.9328987299089581
25,100067,14,False,12883,12765,118,5.855141534488951,0.9159357292556082
25,100067,15,False,18665,18457,208,6.529304861505334,1.1143852129654432
25,100067,16,False,27287,26940,347,7.557021913343616,1.2716678271704476
25,100067,17,False,4370,3887,483,10.794417429149812,11.052631578947368
25,100067,18,False,1258,578,680,10.583595666943696,54.054054054054056
25,100067,19,False,1038,86,952,6.4852640629177305,91.71483622350674
25,100067,20,False,1404,12,1392,5.603422678223248,99.14529914529915
25,100067,21,False,1968,2,1966,6.378413996163566,99.89837398373983
25,100067,22,False,2766,0,2766,6.691067156712771,100.0
25,100067,23,False,4007,0,4007,7.890596726839931,100.0
25,100067,24,False,5691,0,5691,9.001774576607666,100.0
25,100067,25,False,8176,0,8176,10.632890700956834,100.0
25,100067,26,False,11992,0,11992,12.26092456904847,100.0
25,100067,27,False,17581,0,17581,14.036637082895803,100.0
25,100067,28,False,25849,0,25849,16.055446429829747,100.0
25,100067,29,False,38272,0,38272,18.367249123681823,100.0
25,100067,30,False,57089,0,57089,20.697265502805752,100.0
25,100067,31,False,85785,0,85785,23.290265654579656,100.0
25,100067,32,False,129573,0,129573,26.05029451220303,100.0
25,100067,33,False,197442,0,197442,28.755558679904116,100.0
25,100067,34,False,302810,0,302810,31.81519084929515,100.0
25,100067,35,False,467376,0,467376,34.649856144399365,100.0
25,100067,36,False,724626,0,724626,37.53691034173412,100.0
25,100067,37,False,1129247,0,1129247,40.54447099873488,100.0
26,100068,0,False,100,100,0,1.0,0.0
26,100068,1,False,138,138,0,1.0438593884778207,0.0
26,100068,2,False,188,187,1,1.0963821250202694,0.5319148936170213
26,100068,3,False,260,258,2,1.3299590860018062,0.7692307692307693
26,100068,4,False,360,360,0,1.3448929726841659,0.0
26,100068,5,False,488,488,0,1.4822682440916235,0.0
26,100068,6,False,661,660,1,1.6636485355136919,0.15128593040847202
26,100068,7,False,954,949,5,1.8865339814015212,0.5241090146750524
26,100068,8,False,1347,1341,6,2.2001019689966896,0.44543429844098
26,100068,9,False,1921,1910,11,2.580117915308878,0.5726184279021344
26,100068,10,False,2783,2764,19,2.8656611535910965,0.6827164929931728
26,100068,11,False,3967,3944,23,3.1874059062595426,0.5797832114948324
26,100068,12,False,5649,5612,37,3.3454027400096082,0.6549831828642237
26,100068,13,False,8077,8020,57,3.8207401916618675,0.7057075646898601
26,100068,14,False,11690,11591,99,4.289316796336804,0.8468776732249786
26,100068,15,False,16773,16626,147,4.9963799673287275,0.8764085136827043
26,100068,16,False,24377,24131,246,5.692347158653419,1.009147967346269
26,100068,17,False,3851,3504,347,7.923268945627236,9.010646585302519
26,100068,18,False,945,485,460,9.65000492426872,48.67724867724868
26,100068,19,False,719,64,655,5.295193137477235,91.09874826147427
26,100068,20,False,948,10,938,4.093979331483442,98.94514767932489
26,100068,21,False,1331,2,1329,4.738369298863147,99.84973703981969
26,100068,22,False,1847,0,1847,5.442044547523707,100.0
26,100068,23,False,2658,0,2658,6.0689369671767555,100.0
26,100068,24,False,3756,0,3756,7.093667556806273,100.0
26,100068,25,False,5333,0,5333,7.803738153650213,100.0
26,100068,26,False,7703,0,7703,8.845690184725726,100.0
26,100068,27,False,11380,0,11380,9.984450469429028,100.0
26,100068,28,False,16745,0,16745,11.098288320534074,100.0
26,100068,29,False,24684,0,24684,12.436706208116117,100.0
26,100068,30,False,36950,0,36950,13.801116721723782,100.0
26,100068,31,False,55670,0,55670,15.11489957520564,100.0
26,100068,32,False,84296,0,84296,16.4901809171588,100.0
26,100068,33,False,128506,0,128506,17.926629033949283,100.0
26,100068,34,False,197307,0,197307,19.199086368605695,100.0
26,100068,35,False,304832,0,304832,20.59686775663937,100.0
26,100068,36,False,472499,0,472499,22.027474217425485,100.0
26,100068,37,False,737427,0,737427,23.530915229509066,100.0
26,100068,38,False,1158688,0,1158688,24.991660650669512,100.0
27,100069,0,False,100,100,0,1.0,0.0
27,100069,1,False,153,153,0,1.2543880271084369,0.0
27,100069,2,False,238,237,1,1.403992909589785,0.42016806722689076
27,100069,3,False,327,324,3,1.5397005333917095,0.9174311926605505
27,100069,4,False,475,470,5,1.6735486892311109,1.0526315789473684
27,100069,5,False,704,693,11,1.9781219669927574,1.5625
27,100069,6,False,1020,1008,12,2.0896290217468687,1.1764705882352942
27,100069,7,False,1462,1442,20,2.384252736654427,1.3679890560875514
27,100069,8,False,2089,2059,30,2.7310794222281047,1.4360938247965533
27,100069,9,False,3057,3018,39,3.1062251186589434,1.2757605495583906
27,100069,10,False,4477,4421,56,3.525905856720317,1.2508376144739781
27,100069,11,False,6568,6479,89,4.042001860328333,1.3550548112058465
27,100069,12,False,9707,9552,155,4.94477353969974,1.5967858246626145
27,100069,13,False,14420,14158,262,5.851339600637491,1.8169209431345354
27,100069,14,False,21577,21168,409,6.746991245837174,1.895536914306901
27,100069,15,False,3803,3235,568,9.929110349567075,14.935577175913751
27,100069,16,False,1340,507,833,13.02718075175641,62.16417910447761
27,100069,17,False,1254,98,1156,9.86835724820818,92.18500797448166
27,100069,18,False,1684,7,1677,8.880840655100894,99.58432304038004
27,100069,19,False,2310,4,2306,9.559489517664932,99.82683982683983
27,100069,20,False,3263,2,3261,11.176286243023176,99.93870671161508
27,100069,21,False,4610,0,4610,12.8092039602417,100.0
27,100069,22,False,6555,0,6555,14.874024612455312,100.0
27,100069,23,False,9432,0,9432,17.387543064315043,100.0
27,100069,24,False,13454,0,13454,20.336695921705914,100.0
27,100069,25,False,19504,0,19504,23.579734533266368,100.0
27,100069,26,False,28738,0,28738,27.02680482594584,100.0
27,100069,27,False,42180,0,42180,30.81654780741646,100.0
27,100069,28,False,62495,0,62495,34.98603909747854,100.0
27,100069,29,False,93367,0,93367,39.23900366868357,100.0
27,100069,30,False,139985,0,139985,43.90103264065845,100.0
27,100069,31,False,211633,0,211633,48.64826317366964,100.0
27,100069,32,False,322986,0,322986,53.651553361372436,100.0
27,100069,33,False,495440,0,495440,58.54358247071842,100.0
27,100069,34,False,764730,0,764730,63.26261788077851,100.0
27,100069,35,False,1185880,0,1185880,68.38381861238547,100.0
28,100070,0,False,100,100,0,1.0,0.0
28,100070,1,False,146,146,0,1.1305884517886562,0.0
28,100070,2,False,215,214,1,1.3569835414982825,0.46511627906976744
28,100070,3,False,310,307,3,1.4131389105202965,0.967741935483871
28,100070,4,False,466,463,3,1.477574998696506,0.6437768240343348
28,100070,5,False,653,647,6,1.7855392477027716,0.9188361408882083
28,100070,6,False,956,946,10,2.0093803865296103,1.0460251046025104
28,100070,7,False,1345,1326,19,2.408003865419963,1.412639405204461
28,100070,8,False,1979,1955,24,2.6290791132390763,1.2127337038908539
28,100070,9,False,2848,2804,44,2.8272191053914066,1.5449438202247192
28,100070,10,False,4074,4004,70,3.157166535968865,1.7182130584192439
28,100070,11,False,5938,5829,109,3.622580603523124,1.8356348939036713
28,100070,12,False,8629,8469,160,4.060512485511783,1.8542125391122957
28,100070,13,False,12435,12190,245,4.591310906531491,1.9702452754322477
28,100070,14,False,18014,17629,385,5.246868219812939,2.1372266015321415
28,100070,15,False,26122,25565,557,6.040796677731141,2.1323022739453332
28,100070,16,False,4528,3747,781,8.502482974365229,17.248233215547703
28,100070,17,False,1612,565,1047,7.166372079173505,64.95037220843672
28,100070,18,False,1550,77,1473,4.3357152297364525,95.03225806451613
28,100070,19,False,2064,14,2050,3.885720371603533,99.32170542635659
28,100070,20,False,2890,2,2888,4.377735928126902,99.93079584775087
28,100070,21,False,4087,0,4087,4.748791390435745,100.0
28,100070,22,False,5664,0,5664,5.590336707125575,100.0
28,100070,23,False,7909,0,7909,6.553474102902319,100.0
28,100070,24,False,11200,0,11200,7.509811082625428,100.0
28,100070,25,False,15717,0,15717,8.653962814657293,100.0
28,100070,26,False,22317,0,22317,10.261599089247694,100.0
28,100070,27,False,31624,0,31624,11.785966744268698,100.0
28,100070,28,False,45334,0,45334,13.667409853566243,100.0
28,100070,29,False,65469,0,65469,15.909474776677406,100.0
28,100070,30,False,95191,0,95191,18.206109820013115,100.0
28,100070,31,False,139061,0,139061,20.933172428464037,100.0
28,100070,32,False,204774,0,204774,23.77707217838114,100.0
28,100070,33,False,304144,0,304144,26.921896065487296,100.0
28,100070,34,False,454107,0,454107,30.154003685023138,100.0
28,100070,35,False,684094,0,684094,33.51516266283165,100.0
28,100070,36,False,1035943,0,1035943,37.095418478463735,100.0
29,100071,0,False,100,100,0,1.0,0.0
29,100071,1,False,135,135,0,1.0446848628670062,0.0
29,100071,2,False,187,186,1,1.0688523196787911,0.5347593582887701
29,100071,3,False,295,295,0,1.247818311822148,0.0
29,100071,4,False,436,436,0,1.4935051474912857,0.0
29,100071,5,False,633,633,0,1.706464444967747,0.0
29,100071,6,False,878,878,0,1.8100807240010308,0.0
29,100071,7,False,1293,1293,0,2.1525825535169942,0.0
29,100071,8,False,1830,1826,4,2.5081269024996495,0.2185792349726776
29,100071,9,False,2680,2671,9,2.8767650240897984,0.3358208955223881
29,100071,10,False,3781,3764,17,3.2172649456142266,0.449616503570484
29,100071,11,False,5430,5403,27,3.6604510263488232,0.4972375690607735
29,100071,12,False,7721,7674,47,4.188711549621277,0.6087294391918145
29,100071,13,False,11269,11183,86,4.870787309154178,0.763155559499512
29,100071,14,False,16102,15961,141,5.592864827890123,0.8756676189293255
29,100071,15,False,23421,23219,202,6.245632933688675,0.8624738482558387
29,100071,16,False,3594,3312,282,8.198450843636772,7.846410684474123
29,100071,17,False,801,409,392,11.691510889742565,48.93882646691635
29,100071,18,False,579,44,535,7.950272959467303,92.40069084628671
29,100071,19,False,736,7,729,7.242931190676886,99.04891304347827
29,100071,20,False,1029,0,1029,7.510370359801947,100.0
29,100071,21,False,1439,0,1439,8.388868111159296,100.0
29,100071,22,False,2073,0,2073,10.119824230050023,100.0
29,100071,23,False,3041,0,3041,10.925256534717528,100.0
29,100071,24,False,4367,0,4367,12.079707655125702,100.0
29,100071,25,False,6342,0,6342,13.415733841481423,100.0
29,100071,26,False,9336,0,9336,15.064599771371416,100.0
29,100071,27,False,13665,0,13665,16.467055805187556,100.0
29,100071,28,False,20462,0,20462,18.13588282323814,100.0
29,100071,29,False,30652,0,30652,19.518274281696048,100.0
29,100071,30,False,46401,0,46401,21.262032654460945,100.0
29,100071,31,False,70254,0,70254,22.564012551835273,100.0
29,100071,32,False,107536,0,107536,24.061381197032947,100.0
29,100071,33,False,165267,0,165267,25.56151545124431,100.0
29,100071,34,False,255526,0,255526,27.169033523147377,100.0
29,100071,35,False,398051,0,398051,28.532222057431305,100.0
29,100071,36,False,621410,0,621410,29.93823236258918,100.0
29,100071,37,False,975362,0,975362,31.354598959937015,100.0
29,100071,38,False,1538153,0,1538153,32.82677087575123,100.0
